Name,Price,Area,Bedrooms,Description,Energy_rating,Agency
2 bedroom luxury Flat for sale in Dubai,Price in application,139 m²,2,"Brought to you by Driven Properties, this 2 Bedroom Apartment is located in , Downtown Dubai.Unit Details:  * Kitchen: Open &amp;amp; Fully Fitted  * Bathrooms: 2  * Total Area: 1506 sqft  * No. of Parking: 1  * Furnished: YesFeatures:  * Balcony  * Broadband ready  * Basement parking  * Built in wardrobes  * Central air conditioning  * Steam room  * Sauna  * Shared swimming pool  * Gymnasium  * On high floor  * Shopping mallDowntown Dubai is the city’s busy tourism hub. A home to the towering Burj Khalifa skyscraper, with its observation deck, and the dancing Dubai Fountain where crowds gather to watch music and light shows.Call our Business Bay office for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.Ask us about:  * Mortgage Advisory  * Property Management  * Holiday Homes  * Interior DesignVisit our offices across Dubai's most popular communities including:  * Business Bay  * Dubai Creek Harbour  * Jumeirah Village Circle  * Dubai Hills Estate                            </span>",Missing,https://www.luxuryestate.com/a11584065-driven-properties
"3 bedroom luxury Villa for sale in Dubai, United Arab Emirates",Price in application,220 m²,3,"MAGNIFICENT 3 BED VILLAS IN A DYNAMIC AREA OF DUBAILAND REF: DBVT104C Dream Immo Properties is proud to present this residence which is one of the most dynamic and peaceful residential areas of the Dubailand region. Located near the Emirates Road and the Dubai-Al Ain Road (E66), the development is easily connected to the rest of Dubai, including the downtown area. With several facilities such as amusement parks, sports facilities, cinemas and shopping centers within a few minutes drive. With spacious rooms and luxurious interiors meticulously designed by world-class architects and construction professionals, these luxurious Mediterranean-style villas are built to provide comfort and an optimal quality of life to its residents for years to come . This project offers villas of 3, 4 and 5 bedrooms. FACILITIES - Large communal swimming pool - Private car park - Green spaces - Bedroom and storage space CLOSE TO THE RESIDENCE - IMG World Adventure - Sports Complex - University town - Restaurants and cafes - Seaside resorts - Shopping centers AVAILABILITY: - Villas 3 rooms + Maid: 220 m² from 2 193 000 AED is about 528 500 €. - Villas 4 bedrooms + Maid: 290 m² from AED 2 499 000 or about 602 200 € - Villas 5 bedrooms + Maid: 450 m² from AED 3 499 000 or about 843 200 € DELIVERY: June 2020 SPECIAL OFFERS: - Special installment installments over 5 years after delivery with only 25% required prior to delivery. - 4% Notary fees offered. THESE OFFERS WILL EXPIRE SOON !!!!! Do not wait, to seize very quickly !!!! We have in Dubai a structure to assist you in your future real estate project. Dream Immo Properties present in France, Dubai and Mauritius.                            </span>",Missing,https://www.luxuryestate.com/a9974141-dream-immo-properties
7 room luxury Villa for sale in Dubai,Price in application,250 m²,7,"SUPERB 5 BEDROOM VILLA IN DUBAI HILLS - DUBAI REF: DBVT56 Dream Immo Properties offers you this superb villa located in Dubai, 10 minutes drive from downtown Dubai and 20 minutes from the International Airport. The 250m² villa is made up of 5 bedrooms, one of which is ensuite, living and dining room, fitted kitchen, store, bathroom, housekeeper's bedroom, ground floor terraces and upstairs balcony, garden. Covered parking for 2 cars. The price for this villa is AED 3,393,888, or around € 808,000 excluding miscellaneous costs. Payment Plan: - 50% until delivery or Sept 30, 2019 - 50% over 3 years after delivery This is a very nice project that will be in a new city (Dubai Hills) currently under construction. Delivery is scheduled for September 2019. We have a structure on site to support you on your future acquisition. If you are looking for or want to sell or rent a property in Dubai, Contact us… We will be your contact. Dream Immo Properties present in France and Dubai.                            </span>",Missing,https://www.luxuryestate.com/a9974141-dream-immo-properties
"2 bedroom luxury Flat for sale in Dubai, United Arab Emirates",Price in application,80 m²,4,"Made for extraordinary lifestyles Located in the city of Mohammed Bin Rashid Al Maktoum, Wilton Terraces I is a contemporary residential development designed by award-winning architecture firm Perkins + Wills. Comprising two 12-storey towers, the development includes 140 one- and two-bedroom custom homes. Built with a focus on community living, the Wilton Terraces I Towers are connected by a single podium at the base, creating a stunning exterior that is unmistakably unique. In addition, each house overlooks green gardens and is interspersed with public squares and soothing water. To put it simply, this is where modern architecture and nature come together to create an exceptional living experience. Designed to exceed the most demanding expectations, Wilton Terraces I embodies uncompromising excellence. Each apartment is fully thought out and is equipped with separate linen closets, closets and cabinets for the bathrooms. In addition, storage units come with flexible shelves to provide maximum usability. In addition, the kitchen is lined with custom cabinets and polished counters, furnished with state-of-the-art refrigerators and designer sinks and accessories. In other words, each house is designed to create the perfect setting for modern living. PRICE: Consult us Fees charged to the sellers DOSSIER CONFIDENTIAL MORE INFORMATION ON REQUEST Contact 7/7 days Mr Bernard Scaduto Tel +33 (0) 662 221 314 Mails: kallisteproperties@gmail.com contact@kalliste-properties.com KALLISTE PROPERTIES INTERNATIONAL LUXURY REAL ESTATE offers you a wide choice of Luxury Properties and Apartments, Beachfront Villas, all over Porto-Vecchio, Corsica, Continental and International &amp; YACHTS &amp; JETS &amp; CHARTERS Website: www.kalliste-properties.com - Website: www.yachtsjetscharters.com - MIAMI PRESTIGE: Miami Penthouse Collection - Website: corsica-properties-collection-international.com KALLISTE PROPERTIES INTERNATIONAL LUXURY REAL ESTATE offers you a selection of Exception real estate. Specialist of the luxury real estate transaction in Corsica, Continent and International. Contact us 7/7 days at +33 (0) 6 62 22 13 14 - Tel. : 09 81 89 70 92 - Email: contact@kalliste-properties.com / kallisteproperties@gmail.com WE HAVE A CONFIDENTIAL PORTFOLIO OF EXCEPTIONAL GOODS. Prestigious Properties on CORSE PARIS &amp; MIAMI &amp; BALI &amp; MARRAKECH &amp; SPAIN &amp; ITALY &amp; PORTUGAL &amp; ANTILLES SAINT MARTIN &amp; MYKONOS &amp; THE BERMUDA &amp; MAURITIUS URUGUAY &amp; BRAZIL &amp; DUBAI Verbier, Megeve, Courchevel, Méribel ... Commercial contact +33 ( 0) 6 62 22 13 14                            </span>",Missing,https://www.luxuryestate.com/a9389097-bernard-scaduto-kalliste-properties-international-luxury-real-estate
"3 bedroom luxury Townhouse for sale in Dubai, United Arab Emirates",Price in application,112 m²,3,"Brought to you by Driven Properties, this 3 Bed Townhouse is located in Aknan Villas, Akoya.Unit Details:  * Vacant  * View: Community  * Kitchen: Open and Fully Fitted  * Bathrooms: 4  * Parking: 2  * BUA: 1,208 sqft  * Plot Area: 1,208 sqft  * Furnished: NoFeatures:  * Gym and pool  * Schools and nurseries  * Supermarket  * Kid's play area  * 5 stars hotels  * Cafes and restaurants  * Jogging tracks  * BBQ Area  * ParkAkoya Oxygen is a new, secluded residential development set around a Tiger Woods Design golf course being developed by Damac Properties. This master development contains 10,015 villas and townhouses, and 1,230 apartmentsCall our Business Bay Office for more information or viewing on +971 4 429 7040 for out of office hours or weekends call +971 55365 8402Ask us about:  * Mortgage Advisory  * Property Management  * Holiday Homes  * Interior DesignVisit our offices across Dubai's most popular communities including:  * Business Bay  * Dubai Creek Harbour  * JVC  * Dubai Hills Estate                            </span>",Missing,https://www.luxuryestate.com/a11584065-driven-properties
5 room luxury Apartment for sale in Dubai,Price in application,100 m²,5,"SOMPTUOUS APARTMENTS LOCATED IN DUBAI An exclusive collection of luxury suites, designed and furnished by Fendi Casa. At a height of 150 meters and offering breathtaking views of the Kingdom Tower, the Esclusiva Tower offers a mix of luxury one-, two- and three-bedroom suites and attractive penthouses on the top floor, complemented by the finest amenities and services. PRICE: CONTACT US Dossier only on request Contact 7/7 days Our Partner Commercial Consultant, on Place remains at your disposal to accompany you. Fees charged to the vendors CONFIDENTIAL DOSSIER MORE INFORMATION ON REQUEST Contact 7/7 days Mr Bernard Scaduto Tel +33 (0) 662 221 314 Mails: kallisteproperties@gmail.com contact@kalliste-properties.com KALLISTE PROPERTIES INTERNATIONAL LUXURY REAL ESTATE offers you a wide choice of Luxury Properties and Apartments, Beachfront Villas, all over Porto-Vecchio, Corsica, Continental and International &amp; YACHTS &amp; JETS &amp; CHARTERS Website: www .kalliste-properties.com - Website: www.yachtsjetscharters.com - MIAMI PRESTIGE: Miami Penthouse Collection - Website: corsica-properties-collection-international.com KALLISTE PROPERTIES INTERNATIONAL LUXURY REAL ESTATE offers you a selection of properties from Exception. Specialist of the luxury real estate transaction in Corsica, Continent and International. Contact us 7/7 days at +33 (0) 6 62 22 13 14 - Tel. : 09 81 89 70 92 - Email: contact@kalliste-properties.com / kallisteproperties@gmail.com                            </span>",Missing,https://www.luxuryestate.com/a9389097-bernard-scaduto-kalliste-properties-international-luxury-real-estate
Luxury Villa for sale in Dubai,Price in application,228 m²,3,"Brought to you by Driven Properties, this 3 Bedroom Villa is located in Al Reem 1, Arabian Ranches.Unit Details:  * Rented until Dec 2022  * Type: 3E Corner  * View: Community  * Kitchen: Closed and Fully Fitted  * Bathrooms: 4  * No. of Parking: 1  * BUA: 2,456 sqft  * Plot Area: 3,672 sqft  * Furnished: NoFeatures:  * Gym and pool  * Pets allowed  * Private garage  * Study  * Kid's play area  * Golf club and clubhouse  * Mosque  * Restaurants  * ShopsArabian Ranches, more commonly known as ‘the Ranches’ is one of Dubai’s first suburban freehold neighbourhoods, making the dream of owning a villa in Dubai a reality for expats.Call our Business Bay office for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.Ask us about:  * Mortgage Advisory  * Property Management  * Holiday Homes  * Interior DesignVisit our offices across Dubai's most popular communities including:  * Business Bay  * Dubai Creek Harbour  * Jumeirah Village Circle  * Dubai Hills Estate                            </span>",Missing,https://www.luxuryestate.com/a11584065-driven-properties
3 bedroom luxury Flat for sale in Dubai,Price in application,151 m²,3,"Brought to you by Driven Properties, This 3 Bedroom Apartment With Maid  is located in Creekside 18 B, Dubai Creek Harbour (The Lagoons).Unit Details:  * Vacant  * Mid Floor  * View: Skyline  * Kitchen: Open   * Bathrooms: 4  * BUA: 1630 sqft  * No. of Parking: 2  * Furnished: NoFeatures:  * Balcony  * Broadband ready  * Central air conditioning  * Maids room  * Basement parking  * Built in wardrobes  * Covered parking  * Shared swimming pool  * Restaurants  * Public parkingDubai Creek is the cornerstone of Dubai’s heritage. Located next to Ras Al Khor wildlife sanctuary, a home to an abundance of native flora and fauna.. Call our Business Bay office for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.Ask us about:  * Mortgage Advisory  * Property Management  * Holiday Homes  * Interior DesignVisit our offices across Dubai's most popular communities including:  * Business Bay  * Dubai Creek Harbour  * Jumeirah Village Circle  * Dubai Hills Estate                            </span>",Missing,https://www.luxuryestate.com/a11584065-driven-properties
"2 bedroom luxury Flat for sale in Dubai, United Arab Emirates",Price in application,157 m²,2,"Brought to you by Driven Properties, this 2 Bedroom Apartment is located in Building 1, City Walk.Unit Details:  * Vacant  * Mid Floor  * Unit Type: Fully Upgraded | Burj and Skyline Views  * View: Downtown/Leisure &amp;amp; Entertainment  * Kitchen: Open and Fully Fitted  * Bathrooms: 4  * Built up Area: 1697 square feet  * No. of Parking: 1  * Furnished: YesFeatures:  * Gym and pool  * Solid wood floors  * Broadband ready  * Maids room  * Upgraded interior  * Children's play area  * Communal gardens  * Public parking  * Restaurants  * Shopping mall  * Shops  * Childrens nursery  * Childrens play area  * MosqueCity Walk is located at the heart of Dubai. An exclusive Meraas lifestyle community merging high-end retailers, restaurants, hotels, residential properties and wellness centresCall our Business Bay office for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402.Ask us about:  * Mortgage Advisory  * Property Management  * Holiday Homes  * Interior DesignVisit our offices across Dubai's most popular communities including:  * Business Bay  * Dubai Creek Harbour  * Jumeirah Village Circle  * Dubai Hills Estate                            </span>",Missing,https://www.luxuryestate.com/a11584065-driven-properties
"4 bedroom luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,4,4,"John Taylor Luxury Real Estate proudly offers you this unique penthouse for sale in Rimal 4, JBR. KET FEATURES:*4 bedroom + maid's apartment *Beautifully furnished smart apartment controlled by your mobile phone. *Area: 5327 sq ft.*Full Marina &amp; Dubai Eye view.*Vacant *2 terraces*2 parking spacesJBR Key Amenities:* The Walk - Features an outdoor shopping Concept as well as numerous restaurants and leisure outlet.* Landscaped plazas &amp; children play areas.* Fountains &amp; Courtyards.* Easy access to Marina Walk and Sheikh Zayed Road* 24 Hours concierge* Security staff* Swimming pool, fitness and sports clubs* Health clinic centers and Pharmacies* Convenience storesJBR Dubai - Imagine luxurious waterfront apartments envisioned and developed in the Mediterranean and Arabic architectural styles in one of the greatest cities in the world and you’ve just conjured the image of Jumeirah Beach Residence.                            </span>",Missing,https://www.luxuryestate.com/a11136965-john-taylor-dubai
"Luxury Flat for sale in Dubai, United Arab Emirates",Price in application,3,2,"Luxhabitat Sotheby---s International Realty is honoured to promote this exceptional 2-bedroom apartment in The Address Downtown Hotel, Downtown Dubai. If you are looking for a stunningly contemporary and beautifully appointed luxury property in the heart of one of the world---s most dynamic cities, then this could be the listing for you. As well as its unique features, designer-level fully furnished interior and recent refurbishment, the apartment is part of The Address residences and is therefore privy to the five-star service of one of the region---s leading hospitality brands. The interior of the apartment is modern and spacious with a living room, dining room and well-equipped kitchen with built-in Miele appliances. It also has two well sized bedrooms and three spa-like bathrooms. Best of all, the apartment enjoys breath-takingly panoramic views over the majestic Dubai Fountains and the iconic Burj Khalifa. This is the ideal apartment for luxury property investors or buyers looking for the convenience of a turnkey apartment in the centre of the city or the benefits of a long-term rental asset that can be managed by the host brand. As part of The Address Downtown complex, residents of the apartment will have full access to all the hotel facilities including the gym, restaurants, retail outlets and swimming pool. They will also be able to directly access The Dubai Mall, which is particularly convenient during the summer months and will be only steps from other great Downtown Dubai attractions like Burj Park, Souk al Bahar, Dubai Opera House, the Boulevard and much, much more. To experience true luxury and convenience, get in touch today to arrange a viewing.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
"2 bedroom luxury Flat for sale in Dubai, United Arab Emirates",Price in application,3,2,"Luxhabitat Sotheby---s International Realty is keen to showcase this alluring 2-bedroom apartment in The Address Downtown Hotel, Downtown Dubai. Beautifully designed with an enviable location, this apartment is a stunning luxury property that would suit a buyer looking for a dream home or an excellent luxury property investment. Defined by the signature style of the revered Address brand, the apartment has an open plan layout with elegant furnishings, a large living area and a fully equipped kitchen. There are also two bedrooms, both with built-in wardrobes and en-suite bathrooms, making it the ideal size for an individual or a couple, or even a short-term holiday rental. Most impressive of all, the apartment has a vast private balcony that allows residents to enjoy the exceptional views of the Downtown Dubai skyline and the visionary Burj Khalifa. This apartment will also afford residents the pleasure of round-the-clock service and bespoke treatments, all courtesy of one of the world---s top hospitality brands. Within the complex of The Address Downtown Hotel, residents will be able to take advantage of a range of services, both included and available on an -- la carte basis, as well as the resort---s superb facilities. There is a state-of-the-art gym, luxury spa, various restaurants, sauna, steam room, jacuzzi and a vast swimming pool to explore. They will also be only steps away from the amazing venues and attractions of Downtown Dubai, including The Dubai Mall, Dubai Opera House, Souk Al Bahar and Burj Park. To discover the investment potential of this enticing apartment, get in touch today to arrange a viewing.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
"2 bedroom luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,3,2,"Luxhabitat Sotheby---s International Realty is honoured to showcase this exquisite 2-bedroom apartment in Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR Beach). This bespoke luxury property is not only situated in one of the top resort destinations in JBR, it has been custom-finished and fully renovated to create a dream apartment. The upgraded interior has a vast living area and an open kitchen with a breakfast bar and built-in appliances. Since the apartment has been converted from a three bedroom to a two-bedroom apartment, it is extremely spacious and would suit an individual, couple or small family very nicely. Both of its bedrooms come with en-suite bathrooms and the apartment has two private balconies to allow residents to fully appreciate the outstanding views that encompass the Dubai Marina, Jumeirah Beach and the blue waters of the Arabian Gulf. Jumeirah Gate Tower in The Address Jumeirah Resort and Spa is the ideal location for luxury property buyers looking for a luxurious convenient home or an excellent luxury property investment as this apartment would have a wide appeal to long-term tenants and holiday renters given its enviable positioning. The yield potential of this apartment is further enhanced by the superb facilities that residents will have access to including the signature spa, the wellness centre, business facilities, retail outlets, beautiful landscaping, a private beachfront and the rooftop infinity swimming pool, one of the highest in the world. For beachfront, luxury and a spacious home, get in touch today to arrange a viewing.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
3 bedroom luxury Apartment for sale in Dubai,Price in application,3,3,"Luxhabitat Sotheby---s International Realty is thrilled to showcase this exclusive 3-bedroom penthouse apartment in One at Palm Jumeirah, Palm Jumeirah. Offering up a superb level of quality living, this spectacular penthouse apartment is part of an exclusive new residential development that is refining the meaning of luxury property in Dubai. Grand and impressive, this chic and modern three-bedroom apartment is spacious and inviting with a stunningly open plan living area and dual Poliform kitchens, a show kitchen with Chef---s island and large preparation kitchen, both with Gaggenau and Miele appliances and fittings. Its other unique features include Dornbracht tap ware, bespoke Italian wardrobes, Poliform walk-in closets with integrated lighting and a complete smart home automation system from Crestron that manages the lighting, climate, curtains and AV. This beautiful penthouse also comes with a vast private balcony from which residents will be able to look out over the private beachfront below and enjoy the fabulous views of the Dubai Marina skyline and blue waters of the Arabian Gulf. Residents of One at Palm Jumeirah will certainly find themselves surrounded by the very finest quality of amenities and services, especially as the entire complex is managed by the world-renowned Dorchester hospitality brand. The waterfront residence is filled with plenty of activities and facilities for residents to take advantage of, including an in-house spa, vitality pool, indoor lap pool and state-of-the-art cinema. There is also a cutting-edge health and wellness centre, a business lounge with meeting rooms, a private jetty, kid---s pool, outdoor BBQ area and an expansive zero-edge, temperature-controlled swimming pool with incredible views. For the ultimate in luxury property, get in touch today to arrange a viewing.tat Sotheby---s International Realty is thrilled to showcase this exceptional 3-bedroom penthouse apartment in One at Palm Jumeirah, Palm Jumeirah. Offering up a superb level of quality living, this spectacular penthouse apartment is part of an exclusive new residential development that is refining the meaning of luxury property in Dubai. Grand and impressive, this chic and modern three-bedroom apartment is spacious and inviting with a stunningly open plan living area and dual Poliform kitchens, a show kitchen with Chef---s island and large preparation kitchen, both with Gaggenau and Miele appliances and fittings. Its other unique features include Dornbracht tap ware, bespoke Italian wardrobes, Poliform walk-in closets with integrated lighting and a complete smart home automation system from Crestron that manages the lighting, climate, curtains and AV. This beautiful penthouse also comes with a vast private balcony from which residents will be able to look out over the private beachfront below and enjoy the fabulous views of the Dubai Marina skyline and blue waters of the Arabian Gulf. Residents of One at Palm Jumeirah will certainly find themselves surrounded by the very finest quality of amenities and services, especially as the entire complex is managed by the world-renowned Dorchester hospitality brand. The waterfront residence is filled with plenty of activities and facilities for residents to take advantage of, including an in-house spa, vitality pool, indoor lap pool and state-of-the-art cinema. There is also a cutting-edge health and wellness centre, a business lounge with meeting rooms, a private jetty, kid---s pool, outdoor BBQ area and an expansive zero-edge, temperature-controlled swimming pool with incredible views. For the ultimate in luxury property, get in touch today to arrange a viewing.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
"6 bedroom luxury House for sale in Hattan Avenue, Dubai, Dubai, Dubai",Price in application,7,6,"Luxhabitat Sotheby's International Realty is proud to offer this luxury Hattan Villa located in prime position at the golf course. It's an extended and upgraded Type L1 floor plan. All the living areas overlook the garden and golf course. The courtyard has been included and converted into a bar and entertainment area. The living/dining area is open plan and flooded with daylight. There is a family room and a well sized kitchen that included a breakfast area and utility area with laundry and maids room. One bedroom with en suite bath room is on the ground floor. Four further bedrooms including the master suite are located on the first floor. On the 2nd floor there is an extra bedroom or living room which opens to a large terrace. There are additional storage rooms on every floor. The garden is tastefully designed with a temperature controlled swimming pool and an entertainment area with a Gazebo, fountain and Himalayan stonework. At the back of the house is a gym room with bath. Hattan residents can access the Arabian Ranches Golf Club as well as the Dubai Polo &amp; Equestrian Club, a key part of Arabian Ranches. The village community centre with retail outlets of choice, cafes and restaurants, plenty of open spaces, bicycle riding trails, and walkways are other key features of Arabian Ranches. Contact us today for your private viewing of this extraordinary property.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
"6 bedroom luxury Villa for sale in Dubai, United Arab Emirates",Price in application,6,6,"John Taylor Luxury Real Estate is pleased to offer this remarkable villa in Palm Jumeirah for sale. Located towards the end of the frond, this immaculate Mediterranean Gallery View has been beautifully upgraded and extended both inside and out.A large foyer has been created upon entering the villa and all the glazing has been replaced with picture windows to enhance the view and form a dramatic entrance. The property sits on a huge 15,000 square feet plot with a breathtaking panorama incorporating the Dubai Marina skyline as well as the iconic Burj al Arab Hotel &amp; both the Anantara and Rixos hotels on the Crescent.Manicured gardens were designed and landscaped by Terra Verde and include a new swimming pool, outdoor gymnasium, gazebo-style terrace, a sunken seating area with fully equipped bar &amp; a BBQ area.*Fully Upgraded *6 Bedrooms+Maid`s room*Extended Plot*Dubai Marina Skyline View and Sea*Partly furnished*Balcony*Barbecue Area*Built-in Wardrobes*Central A/C*Children's Play Area*Covered Parking*Kitchen Appliances*Private Garden*Private Pool*Private Beach Access                            </span>",Missing,https://www.luxuryestate.com/a11136965-john-taylor-dubai
"Luxury House for sale in Dubai, Dubai, Dubai",Price in application,7,6,"Luxhabitat Sotheby---s International Realty is proud to share this 6 bedroom villa in Golf Place, Dubai Hills. This is a striking property and a unique opportunity to be among the first to own a fantastic investment in a hugely popular location. Currently under construction the completion is scheduled for Q4 of 2021. The overall layout is open plan with plenty of space and a large living and dining area. The property will have two kitchens, one closed and one show kitchen. All of the bedrooms come with their own en-suite bathrooms, high ceilings and private balconies. The master bedroom also includes a spacious walk-in closet. As an Emaar build, you can expect only the finest quality in every aspect of the home and this property comes with an expansive outdoor space that is ripe for tailoring. Surrounded by the lush green of the championship golf course, this would be the ideal home for large families and golf enthusiasts. It is also in a prime location within Dubai Hills and therefore allows residents to access the range of amenities and facilities in this popular destination. They can take advantage of the Dubai Hills mall, school, hospital, golf club, shops and restaurants that really make this a ---city within a city---. There are also beautiful landscaped walks around the tranquil lake. If you understand the value of a property like this, get in touch today for more details.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
"Luxury Villa for sale in Dubai, United Arab Emirates",Price in application,4,4,"John Taylor Luxury Real Estate is pleased to offer this Golf Terraces villa on Dubai Hills Estate. Find yourself amongst the lush fairways overlooking the majestic golf course and elevate your lifestyle with everyday luxury. Each villa boasts *A generous private terrace and *Floor-to-ceiling windows that usher in all the shades of green into your home. *Family and formal living area*Recreation room*Maid's room*3 car parks *Extra storage spaces*Guest room with en-suite bath*Utility room*BOH kitchen*Show kitchenWORLD-CLASS AMENITIES: *18-hole championship golf course*Dubai hills mall*Dubai hills park*Business park*International schools*Kings hospital*Petanque*Play area*Basketball*Fitness track*Tennis and Volleyball court*2.5 km jogging track*Weekend markets*Café pavilion*Skate &amp; bounce park*Urban beach &amp; splash park*Dog park20 mins’ drive to downtown dubai and dubai marina | Easy access to al khail road | 2 proposed metro linesTake in the majestic views of the golf course from the comfort of your elegant home. Let the lush landscapes connect you with nature, as you take an evening stroll through the neighbourhood with your loved ones. Golf Place Terraces will offer a selection of 4, 5 and 6 bedroom luxury residences in 3 architectural styles catering to different palates.                            </span>",Missing,https://www.luxuryestate.com/a11136965-john-taylor-dubai
5 bedroom luxury Villa for sale in Dubai,Price in application,5,5,"John Taylor Luxury Real Estate is pleased to offer this Golf Terraces villa on Dubai Hills Estate. Find yourself amongst the lush fairways overlooking the majestic golf course and elevate your lifestyle with everyday luxury. Each villa boasts *A generous private terrace and *Floor-to-ceiling windows that usher in all the shades of green into your home. *Family and formal living area*Recreation room*Maid's room*3 car parks *Extra storage spaces*Guest room with en-suite bath*Utility room*BOH kitchen*Show kitchenWORLD-CLASS AMENITIES: *18-hole championship golf course*Dubai hills mall*Dubai hills park*Business park*International schools*Kings hospital*Petanque*Play area*Basketball*Fitness track*Tennis and Volleyball court*2.5 km jogging track*Weekend markets*Café pavilion*Skate &amp; bounce park*Urban beach &amp; splash park*Dog park20 mins’ drive to downtown dubai and dubai marina | Easy access to al khail road | 2 proposed metro linesTake in the majestic views of the golf course from the comfort of your elegant home. Let the lush landscapes connect you with nature, as you take an evening stroll through the neighbourhood with your loved ones. Golf Place Terraces will offer a selection of 4, 5 and 6 bedroom luxury residences in 3 architectural styles catering to different palates.                            </span>",Missing,https://www.luxuryestate.com/a11136965-john-taylor-dubai
"Luxury House for sale in Cluster 40 Jumeirah Islands, Dubai",Price in application,5,4,"Luxhabitat Sotheby---s International Realty is extremely happy to exhibit this impressive 4-bedroom villa in European Cluster, Jumeirah Islands. This Spanish-style four-bedroom villa in the European Cluster of Jumeirah Islands is a beautiful luxury property with stunning views of the community lake and Marina skyline. Its chic interior reflects the calibre of its Entertainment Foyer type standard with its grand double heighted ceilings and spacious open plan layout. Available unfurnished, the villa has ample space for entertaining and individual d--cor choices. In addition to the generously proportioned living areas and maid---s room, the villa has four bedrooms and they all have en-suite bathrooms. Situated on a plot size of 8,824 sq. ft. the villa also has its own private pool and garden which also enjoy delightful views over the lake and Marina skyline. Currently vacant, this is the type of luxury property with wide appeal and high yield potential. Jumeirah Islands is one of the most sought-after family-friendly communities in Dubai thanks to its spacious residents, luxurious atmosphere and superb amenities. The entire area is populated by lush, green walkways and open spaces ideal for family fun and working out. There are also plenty of nearby retail and healthcare outlets for all the essentials, as well as excellent schools and nurseries for those with children. The newly refurbished Jumeirah Islands Clubhouse has also recently opened with its first-class gym, swimming pool and exciting dining outlets. For a convenient and stylish family home, get in touch today to arrange a viewing.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
Luxury Flat for sale in Dubai ,"1,554,800€",164 m²,3,"Brought to you by Driven Properties, this 3 Bedroom Apartment is located in The Address Residences Dubai Opera, Downtown Dubai.Unit Details:  * Brand New 5 Star Serviced Luxury Unit  * Unit Type:  * View: Full Burj and Fountain Views  * Kitchen: Open and Fully Fitted  * Bathrooms: 3  * BUA: 1774sqft  * No. of Parking: 2  * Furnished: YesFeatures:  * Balcony  * Shared swimming pool  * Built in wardrobes  * Shopping mallDowntown Dubai is the city’s busy tourism hub. A home to the towering Burj Khalifa skyscraper, with its observation deck, and the dancing Dubai Fountain where crowds gather to watch music and light showsCall our Business Bay office for more information or viewing on +97144297040 for out of office hours or weekends call +971553658402Ask us about:  * Mortgage Advisory  * Property Management  * Holiday Homes  * Interior DesignVisit our offices across Dubai's most popular communities including:  * Business Bay  * Dubai Creek Harbour  * Jumeirah Village Circle  * Dubai Hills Estate                            </span>",City,https://www.luxuryestate.com/a11584065-driven-properties
"6 bedroom luxury House for sale in Signature Villas Palm Jumeirah, Dubai",Price in application,6,6,"Luxhabitat Sotheby---s International Realty is excited to present this 6-bedroom Signature villa, Palm Jumeirah. This large, Signature Villa on Palm Jumeirah is currently on the market at a fantastic price for a luxury property of this type. Positioned on a single row, it has an enviable beachfront location and a large private garden, along with a stunning skyline view. In addition to the open-plan living spaces, which are ideal for family fun and entertaining, there is an expansive and well-equipped kitchen with modern appliances. There are six bedrooms and eight bathrooms in the villa, so it is the ideal size for a family looking for that luxury, waterfront lifestyle. Currently vacant. The Fronds of Palm Jumeirah offer some of the highest standards of living in the city, if not the world. Private, secluded and secure, they are the ideal place to raise a family and experience every day filled with white sands and ocean waves, not to mention amazing views. They are also only minutes away from the amazing amenities and venues on Palm Jumeirah. From fantastic shopping at Nakheel Mall and The Pointe to luxury spas, five-star hotels to fine dining, water sports to nightlife hotspots, there is so much to do and see, including the brand-new Palm West Beach with its gourmet restaurants. At this price, this is a signature villa worth looking at. To get an inside look at this fantastic property, get in touch today to arrange a viewing.                            </span>",Missing,https://www.luxuryestate.com/a10359361-luxhabitat-sotheby-s-international-realty
